id,latitude,longitude,source_ref,alt_name,local_ref,wikipedia,icao,wikidata,addr:housenumber,name:fr,addr:state,name:en,type,ref,gnis:feature_type,landuse,ele,gnis:feature_id,operator:type,addr:postcode,gnis:created,military,addr:city,website,name,source,note,name:ru,phone,gnis:county_name,addr:street,operator
4262778,-25.8292281,28.2222636,,Waterkloof Air Force Base,,en:Air Force Base Waterkloof,FAWK,Q10860394,,,,,,,,military,,,,,,airfield,,,Air Force Base Waterkloof,,,,,,,
4279100,51.6527154,0.1552526,,Stapleford Airfield,,en:Stapleford Aerodrome,EGSG,Q3913647,,,,,,EGSG,,,56,,,,,,,,Stapleford Aerodrome,wikipedia,,,,,,Stapleford Flight Centre
4331802,-25.6584492,28.2255211,,,,en:Wonderboom Airport,FAWB,Q3644152,,,,,,,,,,,,,,,,,Wonderboom Airport,,,,,,,
4361246,53.8045836,10.7171264,,,,de:Flughafen Lübeck,EDHL,Q706450,,,,Lübeck Airport,public,LBC,,,16,,,,,,,https://www.flughafen-luebeck.de/,Flughafen Lübeck-Blankensee,wikipedia,,Аэропорт Любек,,,,FHL GmbH
4734432,53.7730628,-3.0302117,,,,en:Blackpool Airport,EGNH,Q598831,,,,,civil,,,,10,,,,,,,,Blackpool Airport,Bing,,,,,,Blackpool Airport Ltd
4862571,44.5462041,-89.5314879,,,,en:Stevens Point Municipal Airport,KSTE,Q7615490,,,WI,,,,,,337,1582222,,,,,,,Stevens Point Municipal Airport,,,,,,,
4885857,42.0998002,-83.1596279,,,,en:Grosse Ile Municipal Airport,KONZ,Q5610546,,,MI,Grosse Ile Municipal Airport,public,,,,179,1623866,,,,,,,Grosse Ile Municipal Airport,wikipedia,,,,,,"Township of Grosse Ile, Michigan"
5004330,53.0971349,17.9787716,landsat,,,pl:Port lotniczy Bydgoszcz-Szwederowo,EPBY,Q1407275,,,,Airport Bydgoszcz - Szwederowo,,,,,72,,,,,,,,Port Lotniczy Bydgoszcz-Szwederowo,wikipedia,,Международный аэропорт Быдгоща имени Игнатия Яна Падеревского,,,,Port Lotniczy Bydgoszcz S.A. im. Ignacego Jana Paderewskiego
5020209,53.4280897,11.7826567,,,,,EDOP,Q459156,,,,,,,,,,,,,,,,http://www.parchim-airport.com,Flughafen Schwerin-Parchim,,officially closed since 01-feb-2023,,,,,
5179445,48.4630698,-5.0645216,,Aérodrome d'Ouessant-Kerlaouen;Aérodrome d'Ouessant-Kerlaouenn,,fr:Aérodrome d'Ouessant,LFEC,Q2875779,,,,,,,,,,,,,,,,,Aérodrome d'Ouessant,survey,,,,,,
5301387,48.1797764,10.7030206,,,,,EDNS,Q12694915,,,,,,,,,550,,,,,,,http://www.lsv-schwabmuenchen.de/,Sportflugplatz Schwabmünchen,,,,,,,
5369273,48.4478772,-4.4186671,,,,fr:Aéroport Brest Bretagne,LFRB,Q1191525,,,,,,LFRB,,,,,,,,,,https://www.brest.aeroport.bzh/accueil,Aéroport de Brest-Bretagne,,,,,,,SAS Aéroport de Bretagne ouest
6169032,53.3354438,9.2600669,,,,,EDXS,Q12694934,,,,,,,,military,,,,,,airfield,,,Sonderlandeplatz Seedorf,,,,,,,
6344354,50.9120343,5.7704958,,,,nl:Maastricht Aachen Airport,EHBK,Q698063,,,,Maastricht Aachen Airport,,,,,114,,,,,,,https://www.maa.nl/,Maastricht Aachen Airport,wikipedia,,,,,,
6344366,51.4498131,5.3756078,,,,nl:Vliegbasis Eindhoven,EHEH,Q1348234,,,,Eindhoven Airport,,EIN,,military,22.6,,,,,airfield,,https://www.eindhovenairport.nl,Eindhoven Airport,wikipedia,Militair terrein is apart gemapt,,,,,Air Mobility Command
6344370,51.512844,3.7311292,,,,,EHMZ,Q1927092,,,,,,,,grass,2,,,,,,,,Midden Zeeland,,,,,,,
6344401,52.4549514,5.5151392,,,,nl:Lelystad Airport,EHLE,Q1431875,,,,Lelystad Airport,,EHLE,,,-3,,,,,,,,Lelystad Airport,wikipedia,,,,,,Schiphol Group
6344405,52.9233344,4.7820309,,,,nl:Vliegveld De Kooy,EHKD,Q1431193,,,,,,,,,,,,,,,,https://www.denhelderairport.nl/,Den Helder Airport,,Militair terrein is apart gemapt,,,,,Defensie Helikopter Commando
6344406,53.11537,4.83057,,,,nl:Vliegveld Texel,EHTX,Q2056043,,,,Texel International Airport,public,EHTX,,,0.6,,,,,,,,Texel International Airport,wikipedia,,,,,,Government
6344408,53.1207697,6.5753819,,,,nl:Groningen Airport Eelde,EHGG,Q769099,,,,Groningen Airport Eelde,,,,,5,,,,,,,,Groningen Airport Eelde,wikipedia;Bing;estimate (na baanverlenging),,,,,,Groningen Airport Eelde NV
7266430,29.2655429,-94.8612227,geonames.usgs.gov,,,en:Scholes International Airport at Galveston,KGLS,Q6587665,,,TX,Scholes International Airport at Galveston,public,,,,1,1386705,,,,,,,Scholes International Airport at Galveston,wikipedia,,,,,,City of Galveston
7934582,47.2863289,-2.3469868,,,,fr:Aérodrome de La Baule-Escoublac,LFRE,Q2875496,,,,,,,,,,,,,,,,,Aérodrome de La Baule-Escoublac,,,,,,,
8059769,49.3250351,8.5277211,,,,,EDFX,Q12693014,,,,,,,,grass,,,,,,,,https://www.sfc-hockenheim.de/,Auchtweid,,,,,,,Sportflieger-Club Hockenheim e.V.
8078926,40.9968695,-76.435678,,,,,N13,Q597742,,,,,,,,,,,,,,,,,Bloomsburg Municipal Airport,,,,,,,
8090419,50.3622014,8.7116403,,,,de:Flugplatz Ober-Mörlen,EDFP,Q12694229,,,,,,,,,,,,,,,,https://www.aecbn.de/,Flugplatz Ober-Mörlen,,,,,,,Aero-Club Bad Nauheim
8142884,49.6490504,-1.4674496,,,,fr:Aéroport de Cherbourg - Manche,LFRC,Q994903,,,,,,LFRC,,,,,,,,,,https://www.cherbourg.aeroport.fr/,Aéroport de Cherbourg-Manche,,,,,,,
8395525,58.696257,5.5455687,,,,,,,,,,,,,,,,,,,,,,,Skeie flyplass,,,,,,,
9550802,51.189013,4.4631377,,,,nl:Internationale Luchthaven Antwerpen,EBAW,Q17480,,,,Antwerp International Airport,civil,,,,12,,,,,,,https://www.antwerp-airport.be,Internationale Luchthaven Antwerpen,,,,,,,Flemish department of Mobility and Public Works
9927458,47.7241501,-2.7212973,,,,fr:Aéroport de Vannes,LFRV,Q2875975,,,,,,,,,,,,,,,,,Aéroport de Vannes-Meucon,,,,,,,
10333605,38.8900953,-79.8564655,,,,,KEKN,Q61726741,,,WV,,,,,,596,1553660,public,,,,,,Elkins-Randolph County-Jennings Randolph Field,,,,,,,Elkins-Randolph County
10367649,52.4614577,9.6801216,,Hannover Airport,,de:Flughafen Hannover-Langenhagen,EDDV,Q170169,,Aéroport international de Hanovre,,Hannover Airport,,HAJ,,,55,,,,,,,https://www.hannover-airport.de/informationen-fuer-fluggaeste-und-besucher/,Flughafen Hannover-Langenhagen,,,,,,,
10590040,49.4871023,17.0521588,,,,,LKSB,,,,,,,,,,,,,,,,,,Letiště Stichovice,,,,,,,
12724423,54.9625238,9.7930693,,,,da:Sønderborg Lufthavn,EKSB,Q1432970,,,,Sønderborg Airport,,,,,7,,,,,,,http://www.eksb.dk/,Sønderborg Lufthavn,wikipedia,,,,,,
12781371,55.5858079,12.1270988,,Københavns Lufthavn Roskilde,,da:Roskilde Lufthavn,EKRK,Q1431775,,,,,,,,,45,,,,,,,https://www.rke.dk/,,,,,,,,Copenhagen Airports A/S
12786040,55.6092748,12.6379309,,Kastrup Airport;CPH,,da:Københavns Lufthavn,EKCH,Q206277,,Aéroport de Copenhague,,Copenhagen Airport,,,,,5,,,,,,,https://www.cph.dk/,Københavns Lufthavn,,,Каструп (аэропорт),,,,Københavns Lufthavne A/S
13019991,35.2749261,33.2676953,,,,,LCIK,Q25477715,,,,Ilker Karter Airfield,,,,military,,,,,,airfield,,,İlker Karter Havaalanı,,,,,,,
13802869,41.2488334,-8.6781798,,Aeroporto do Porto,,pt:Aeroporto Francisco Sá Carneiro,LPPR,Q943743,,,,,,,,,69,,,,,,Porto,,Aeroporto Francisco Sá Carneiro,Bing,,,,,,ANA Aeroportos de Portugal S.A.
13868146,35.2345954,33.72399,,,,,LCGK,Q1413700,,,,Geçitkale Air Base,,,,military,,,,,,,,,Geçitkale Havaalanı,,,,,,,
14346692,43.7430612,-79.4650688,,,,en:Downsview Airport,CYZD,Q118696,,,,,civil,YZD,,,,,,,,,,,Downsview Airport,,,,,,,Bombardier Aerospace
14365848,53.3610312,11.6128659,,,,,EDAN,Q20457185,,,,,,,,,35,,,,,,,http://www.edan-info.de,Flugplatz Neustadt-Glewe,,,,,,,
14974208,43.8699723,18.3047341,,,,,,,,,,Sarajevo Military Airport,,,,,,,,,,airfield,,,Vojni aerodrom Sarajevo,,,,,,,
15335991,30.6557555,-98.4845825,,,,,,Q35270972,,,,,,,,,272,,,,,,,,Kingsland Estates Airport,,,,,,,
15405986,49.1220327,9.1804503,,,,,,Q126278839,,,,,,,,,,,,,,,,https://www.fghn.de,Segelfluggelände Heilbronn-Böckingen,,,,,,,Fliegergruppe Heilbronn
15740350,48.2976274,14.3347167,,,,de:Flugplatz Linz-Ost,LOLO,Q16894162,,,,Glider airfield Linz-East,,,,grass,252,,,,,,,,Segelflugplatz Linz-Ost,,,,,,,
15818141,-5.2796849,141.227002,,,,en:Tabubil Airport,AYTB,Q7673600,,,,,,,,,479,,,,,,,,Tabubil Airport,,,,,,,
15895581,48.1000641,16.9344777,,,,de:Flugplatz Spitzerberg,LOAS,Q1433869,,,,,,,,,,,,,,,,,Airfield Spitzerberg,,,,,,,Red Bull
16134212,45.5425381,18.6337894,,Aerodrom Čepin;Zračno pristanište Čepin,,hr:Zračno pristanište Čepin,LDOC,Q1432242,,,,,,,,,,,,,,,,,Osječki sportski aerodrom,,,,,,,Aeroklub Osijek
16280213,30.8541233,75.9517801,,Ludhiana Airport,,en:Ludhiana Airport,VILD,Q7399709,,,,,,,,,,,,,,,,,Sahnewal Airport - Ludhiana,,,,,,,
16580341,36.0271673,14.2719746,,,,it:Eliporto di Gozo,,Q2400959,,,,Xewkija Heliport,,GZM,,,,,,,,,,,Il-Heliport tax-Xewkija,,,,,,,
17012632,34.0845828,-117.1462733,geonames.usgs.gov,,,en:Redlands Municipal Airport,KREI,Q7306035,,,CA,,public,,,,471,1655321,,,,,,,Redlands Municipal Airport,wikipedia,,,,,,
17986599,-27.206192,153.0689034,,,,,YRED,,,,,,,,,,,,,,,,,,Redcliffe Aerodrome,,,,,,,
18060271,-37.7323978,144.4250028,,,,,YBSS,Q17899,,,VIC,,,,,,158,,,3340,,,,https://www.ybss.com.au,Bacchus Marsh Airport,,,,+61 3 5369 5162,,Aerodrome Road,Bacchus Marsh Aerodrome Management Inc.
18795149,-26.5953186,153.0841198,,,,en:Sunshine Coast Airport,YBSU,Q903231,,,QLD,,,MCY,,,5,,,4564,,,,,Sunshine Coast Airport,wikipedia,,,,,Friendship Avenue,Palisade Investment Partners
19115400,54.2306617,-1.2111429,,,,,,,,,,,sport,,,,,,,YO7 2EY,,,Thirsk,https://www.ygc.co.uk/,Yorkshire Gliding Club Airfield,,,,,,,The Yorkshire Gliding Club
19752503,51.6144732,8.6174807,,Flughafen Paderborn,,de:Flughafen Paderborn/Lippstadt,EDLP,Q685536,,,,Airport Paderborn/Lippstadt,,PAD,,,212,,,,,,,https://www.airport-pad.com/,Paderborn/Lippstadt,,,,,,,Flughafen Paderborn/Lippstadt GmbH
19786292,51.3056049,4.3875202,,,,,EBHN,Q2712355,,,,,,,,grass,,,,,,,,,Hoevenen,,,,,,,
19792312,44.2261869,-76.5960069,,Kingston Airport,,en:Kingston Norman Rogers Airport,CYGK,Q3274178,,,,,,CYGK,,,,,,,,,,,Kingston Norman Rogers Airport,,,,,,,
19881111,41.3366783,-75.7252644,geonames.usgs.gov,,,en:Wilkes-Barre/Scranton International Airport,KAVP,Q255637,100,,PA,,,,,,283,1194213,,18641,,,Avoca,https://flyavp.com/,Wilkes-Barre/Scranton International Airport,Wikipedia;USGS GNIS,,,,,Terminal Road,Luzerne and Lackawanna Counties
20909615,51.0904784,-4.14795,,,,en:RM Chivenor,EGDC,Q7374450,,,,,,,,military,8,,,,,airfield,,,Royal Marines Base Chivenor,wikipedia,,,,,,Royal Marines
21890655,51.2355737,-0.9419682,,Odiham Airbase,,,EGVO,Q2123975,,,,,,,,military,,,,,,airfield,,,RAF Odiham,GPS Survey,,,,,,Royal Air Force
22652287,40.8839464,14.2891884,,,NA01,it:Aeroporto di Napoli-Capodichino,LIRN,Q849383,,,,Naples International Airport,civil,,,,,,,,,,,https://www.aeroportodinapoli.it/,Aeroporto di Napoli Capodichino,Gagravarr_Airports,,,,,,
22653204,-34.0876452,23.3277109,,Plettenberg Bay Airport,,en:Plettenberg Bay Aerodrome,FAPG,Q12694457,,,,,,,,,,,,,,,,,Plettenberg Bay Aerodrome,,,,,,,
22703800,5.2653332,-3.925496,,Port Bouet Airport,,fr:Aéroport international Félix-Houphouët-Boigny,DIAP,Q1165280,,,,,,,,,6,,,,,airfield,,,Aéroport International Félix Houphouët-Boigny,,,,,,,AERIA
22754116,-23.1558722,29.705341,,,,en:AFB Makhado,FALM,Q4651418,,,,,,,,military,,,,,,airfield,,,Air Force Base Makhado,Yahoo,,,,,,
22761044,49.0305115,1.2175099,,Base 105;Base d'Évreux,,fr:Base aérienne 105 Évreux-Fauville,LFOE,Q2886452,,,,Évreux-Fauville BA105 Air Base,,,,military,,,,,,airfield,,,Base aérienne 105 Évreux-Fauville,ourairports.com,,,,,,
22826670,8.4819569,76.9196331,,,,en:Trivandrum International Airport,VOTV,Q1466205,,,,Thiruvananthapuram International Airport,,TRV,,,,,,,,,,https://www.adani.com/thiruvananthapuram-airport,Thiruvananthapuram International Airport,,,Международный аэропорт Тривандрам,,,,
22826676,19.0901549,72.8629148,,Mumbai Airport;Mumbai International Airport,,en:Chhatrapati Shivaji Maharaj International Airport,VABB,Q504368,,,,,,,,,11,,government,,,,Mumbai,https://csmia.adaniairports.com/,Chhatrapati Shivaji Maharaj International Airport,Gagravarr_Airports,,Международный аэропорт имени Чатрапати Шиваджи,,,,Mumbai International Airport Limited
22875465,41.7992581,12.5927407,,,RM12,it:Aeroporto di Roma-Ciampino,LIRA,Q1132616,,Aéroport international de Rome Ciampino,,Rome Ciampino Airport,,,,,130,,,,,,,https://www.adr.it/ciampino,Aeroporto di Roma-Ciampino,,,Аэропорт Рим-Чампи́но,,,,
22878755,43.8538899,4.4147857,,,,fr:Aérodrome de Nîmes Courbessac,LFME,,,,,,,,,,,,,,,,,,Aérodrome de Nîmes-Courbessac,,,,,,,
22888427,17.9359078,-76.7840336,,,,,MKJP,Q1432206,,,,,public,,,,3,,,,,,,,Norman Manley International Airport,wikipedia,,,,,,NMIA Airports Limited
22935115,49.1414282,8.9876371,,,,,,,,,,,,,,,,,,,,,,,Ultraleicht-Fluggelände Stetten,,,,,,,
23001418,43.3791392,-0.4201974,,,,fr:Aéroport Pau-Pyrénées,LFBP,Q1432335,,,,Pau Pyrénées Airport,,,,,188,,public,,,,,,Aéroport de Pau Pyrénées,wikipedia,,,+33 5 59 33 33 00,,,Pau Chamber of Commerce
23027857,43.5439911,1.3666244,,,,fr:Aéroport de Francazal,LFBF,Q2875822,,,,,,,,,,,,,,,,,Aéroport Toulouse-Francazal,,,,,,,
23032570,49.6114118,-115.7837626,,,,en:Cranbrook/Canadian Rockies International Airport,CYXC,Q908580,,,,,,YXC,,,,,,,,,,,Cranbrook/Canadian Rockies International Airport,,,,,,,
23061314,45.0636856,5.0997753,,,,fr:Aérodrome de Romans - Saint-Paul,LFHE,Q2875591,,,,,public,,,,181,,,,,,,,Aérodrome de Romans - Saint-Paul,,,,,,,Union des Aéroclubs de Romans
23061505,51.5525856,12.053535,,,,de:Flugplatz Halle-Oppin,EDAQ,Q1433619,,,,,,,,,,,,,,,,,Flugplatz Halle-Oppin,,,,,,,
23146938,51.2997337,6.956328,,,,,,,1,,,,,,,,146,,,42579,,,Heiligenhaus,https://www.sportflug-niederberg.de/,Sportflugplatz Meiersberg,,,,,,Wiel,Sportflug Niederberg e.V.
23155281,2.8179732,104.1599734,,,,en:Tioman Airport,WMBT,Q2633554,,,,Tioman Airport,,,,,4,,,,,,,,Lapangan Terbang Tioman,DAFIF;NIMA,,,010-265 5915,,,Malaysia Airports Berhad
23157961,51.7220919,0.1521276,,,,en:North Weald Airfield,EGSX,Q2875884,,,,North Weald Airfield,,,,,98,,,,,,,https://www.eppingforestdc.gov.uk/index.php/out-and-about/north-weald-airfield,North Weald Airfield,wikipedia,,,,,,Epping Forest District Council
23160058,51.4027787,6.9380493,,,,de:Verkehrslandeplatz Essen/Mülheim,EDLE,Q585059,,,,,,,,,,,,,,,,,Flughafen Essen-Mülheim,,,,,,,
23227556,48.710842,11.2124115,,,,de:Fliegerhorst Neuburg,ETSN,Q538648,,,,,,,,military,,,,,,airfield,,,Fliegerhorst Neuburg,,,,,,,
23348851,42.2762682,-82.9450488,,,,,CYQG,Q1052673,,,,,,,,,,,,,,,,,Windsor Airport,,,,,,,
23385706,48.1095738,8.764549,,,,,,Q2265953,,,,,,,,,,,,,,,,,Segelfluggelände Klippeneck,,,,,,,
23393279,-32.0967376,115.8778851,,,,en:Jandakot Airport,YPJT,Q2901466,,,,,,,,,30,,,,,,,https://www.jandakotairport.com.au/,Jandakot Airport,,,,,,,
23417391,40.7415148,-75.2421687,,Braden Airpark,,en:Braden Airpark,,Q3813561,,,PA,,,,,,118,1194089,,,,,,,Easton Airport,,,,,,,
23433037,53.0334122,-0.4975924,,,,en:RAF Cranwell,EGYD,Q1347950,,,,,,,,military,66,,,,,airfield,,https://www.raf.mod.uk/our-organisation/stations/raf-college-cranwell/,RAF College Cranwell,Bing,,,,,,Royal Air Force
23443574,41.4332279,15.5345502,,,FG05,it:Aeroporto di Foggia,LIBF,Q1431308,,,,,,,,,,,,,,,,,"Aeroporto di Foggia ""Gino Lisa""",,,,,,,
23445019,-16.3423079,-71.5714861,,,,,SPQU,,,,,Alfredo Rodriguez Ballon International Airport,,,,,2562,,,,,,Arequipa,https://www.aap.com.pe/sedes/aqp,Aeropuerto Internacional Alfredo Rodríguez Ballón,,,,+51 54 344834,,Avenida Aeropuerto,CORPAC S.A.;Aeropuertos Andinos
23486581,51.5294246,6.5361671,,,,,EDLC,Q1433663,,,,,,,,,,,,,,,,http://flugplatz-kamp-lintfort.com/,Flugplatz Kamp-Lintfort,,,,,,,Luftsportgem. Kamp-Lintfort e.V.
23527436,51.3421764,4.5045012,,,,,EBBT,Q2689526,,,,,,EBBT,,grass,,,,,,airfield,,,Brasschaat,http://www.aeroclub-brasschaat.be/kacbrouting.htm,,,,,,
23587103,56.8305084,35.7570647,,,,ru:Мигалово (аэропорт),UUEM,Q1983675,,,,Migalovo Air Base,,УУЕМ,,military,143,,,,,airfield,,,Аэродром Мигалово,wikipedia,,,,,,ВВС РФ
23604885,30.7461921,-95.5871108,geonames.usgs.gov,,,,KUTS,Q3084862,,,TX,,,,,,100,1386927,,,,,,,Huntsville Municipal Airport,,,,,,,
23623150,51.940271,-0.2032156,,Strawberry Farm,,,,,,,,,,,,,,,,,,,,,Graveley Airstrip,http://www.airfieldcards.com/php/courtesy_card.php?id=269,,,,,,
23626989,53.5151672,10.1445312,,,,,,Q23774735,,,,,,,,,,,,,,,,,Segelflugplatz Boberg,,,,,,,
23633604,12.9933657,80.1672985,,,,en:Chennai International Airport,VOMM,Q502670,,,,Chennai Meenambakkam Airport,,,,,,,,600027,,,,https://www.chennaiairport.com/,Chennai International Airport,,,,,,Grand Southern Trunk Road,
23721543,51.6155725,6.8619425,,,,de:Flugplatz Dinslaken/Schwarze Heide,EDLD,Q1433844,,,,,,,,,65,,,,,,,https://schwarze-heide.com/,Flugplatz Schwarze Heide,https://de.wikipedia.org/wiki/Flugplatz_Dinslaken/Schwarze_Heide;https://www.schwarze-heide.com/images/EDLD%20AIP%20Flugplatzkarte.pdf,,,+49 2858 390,,,Flugplatzgesellschaft Schwarze Heide mbH
23751439,50.0487862,8.3251701,,,,de:Flugplatz Wiesbaden-Erbenheim,ETOU,Q327689,,,,Wiesbaden Army Airfield,,,,military,,,,,,airfield,,,Wiesbaden Army Airfield,,,,,,,
23872501,49.8536854,8.5851219,,Flugplatz Griesheimer Sand,,de:August-Euler-Flugplatz,EDES,Q14518819,,,,,,,,industrial,102,,,,,,,,August-Euler-Flugplatz,,not publically accessible,,,,,TU Darmstadt
23886074,40.4888819,-3.4475013,,,,es:Aeropuerto de Madrid-Torrejón,LETO,Q492694,,,,,,,,military,,,,,,airfield,,,Base Aérea de Torrejón,,,,,,,
23906262,43.1705519,-79.9337478,,,,en:John C. Munro Hamilton International Airport,CYHM,Q1431444,,Aéroport international John C. Munro d'Hamilton,,,civil,YHM,,,,,,,,,,https://flyhamilton.ca/,John C. Munro Hamilton International Airport,,,,,,,
23920194,-18.0432392,178.5606291,,,,en:Nausori International Airport,NFNA,Q1188985,,,,Nausori International Airport,,,,,5,,,,,,,,Nausori International Airport,,,Международный аэропорт Наусори,,,,
23935723,51.1008094,6.3937244,,,,,,,,,,,,,,,,,private,,,,,https://www.segelflug-mg.de/,Segelflugplatz Wanlo-Niersquell,,,,,,,"Verein für Luftfahrt in Mönchengladbach, Rheydt und Umgebung e.V."
23940880,39.6002663,2.7026063,,,,ca:Aeròdrom de Son Bonet,LESB,Q664757,,,,Son Bonet Aerodrome,,,,,47,,,,,,,,Aeròdrom de Son Bonet,wikipedia,,,,,,Aena
23966700,50.7011953,12.4515749,,,,,EDBI,Q1433953,,,,,,,,,,,,,,,,,Flugplatz Zwickau,,,,,,,Aero-Club Zwickau e.V.
24038576,40.8021007,9.6584132,,,OTSTE,,,,,,,,,,,,,,,,,,,https://www.santeodoroulm.it/,Aviosuperficie San Teodoro,,,,,,,
24146505,52.5238265,10.4627262,,,,,EDVQ,Q1433950,,,,,,,,,,,,,,,,,Segelflugplatz Wilsche,,,,,,,Luftsportverein Gifhorn e.V.
24225691,22.6460592,17.6975167,,,,,,,,Base aérienne d'Aozou,,,,,,military,,,,,,airfield,Aozou,,Base aérienne d'Aozou,,,,,,,
24341936,16.5711982,94.9320345,,,,,VYMA,,,,,Myoungmya Airport,,,,,,,,,,,,,,bing,,,,,,
24418461,49.0316775,7.9907147,,Flugplatz Schweighofen,,de:Flugplatz Schweighofen,EDRO,Q1433845,,,,,,EDRO,,,492,,,76889,,,Schweighofen,https://www.edro.de/,Sonderlandeplatz Schweighofen,,,,+49 6342 7248,,Flugplatzstraße,Aero-Club Schweighofen Wissembourg e.V.
24593764,36.2751358,6.6221427,,,,fr:Aéroport de Constantine - Mohamed Boudiaf,DABC,Q2510194,,Aéroport Mohamed Boudiaf - Constantine,,Constantine Mohamed Boudifa Airport,,,,,34,,,,,,,http://www.egsa-constantine.dz,Aéroport Mohamed Boudiaf - Constantine,IATA;wikipedia;ouraiports.com;Bing,,,,,,Etablissement de Gestion de Services Aéroportuaires
24828310,55.2253114,9.2662605,,,,da:Flyvestation Skrydstrup,EKSP,Q11311511,,,,,,,,military,,,,,,airfield,,,Flyvestation Skrydstrup,,,,,,,
24832223,48.497792,2.3371628,,,,fr:Aérodrome de La Ferté-Alais,LFFQ,Q2875497,,,,,,,,,,,,,,,,,Aérodrome de Cerny - La Ferté-Alais,site Amicale Jean Baptiste Salis,,,,,,Amicale Jean Baptiste Salis
24839346,-36.6562168,174.6564662,http://www.linz.govt.nz/topography/topo-maps/,North Shore Airfield,,,NZNE,Q7056665,,,,,,,,,,,,,,,,,North Shore Aerodrome,,,,,,,
24908316,50.9615575,6.0420688,,,,,ETNG,Q329095,,,,,,,,military,,,,,,airfield,,,NATO E-3A Airbase Geilenkirchen,,,,,,,NATO
24932101,51.9169576,9.1091081,,,,,EDVF,Q1433525,,,,,,,,,,,,,,,,,Blomberg-Borkhausen,,,,,,,
24933030,50.5364416,9.6609943,,,,,,,,,,,,Johannisau,,,,,,,,,,,Segelflugplatz Johannisau,,,,,,,
24938184,49.3886734,10.2181333,,,,,EDFR,Q20451976,,,,,,,,,399,,,,,,,https://www.edfr.de,Verkehrslandeplatz Rothenburg o.d. Tauber,,,,,,,
24952486,50.971294,10.7281463,,,,de:Flugplatz Gotha-Ost,EDEG,Q20462192,,,,,,,,,,,,,,,,,Flugplatz Gotha-Ost,,,,,,,
24953871,49.6981186,11.9404615,,,,,ETIC,Q1433605,,,,,,,,military,415,,,,,airfield,,http://www.usarmygermany.com/Units/Army%20Aviation/USAREUR_Graf.htm,Grafenwöhr Army Airfield,,,,,,,
24979605,49.6047842,11.2837642,,,,,EDQI,Q1433691,,,,,,,,,,,,,,,,https://www.sfc-lauf.de/,Sonderlandeplatz Lauf-Lillinghof,,,,+49 9155 7134,,,Segelflug-Club Lauf e.V.
25060387,52.9136485,10.1838339,,,,de:Fliegerhorst Faßberg,ETHS,Q830708,,,,,,,,military,,,,,,airfield,,,Fliegerhorst Faßberg,,,,,,,
25076347,38.6930046,-121.593136,geonames.usgs.gov,,,en:Sacramento International Airport,KSMF,Q1432668,,,CA,Sacramento International Airport,public,SMF,,,8,1653907,,,,,,http://www.sacairports.org,Sacramento International Airport,wikipedia,,,,,,
25082154,52.526521,31.0157182,,,,be:Гомель (аэрапорт),UMGG,Q27546,,,,Gomel Airport,,ГМЛ,,,144,,,,,,,,Аэрапорт Гомель,wikipedia,,Аэропорт Гомель,,,,
25161582,49.3462966,8.4885722,,,,,EDEH,Q1433631,,,,,,,,,,,,,,,,,Herrenteich,,,,,,,Sportfliegerclub Schwetzingen e.V.
25191380,30.4089982,-88.9228475,,,,en:Keesler Air Force Base,KBIX,Q1045919,,,MS,,,,,military,10,2512253,,,,airfield,,https://www.keesler.af.mil/,Keesler Air Force Base,,,,,,,
25306643,50.7190791,6.8496034,,Weiler,,,,,,,,,,,,recreation_ground,,,,,,,Weilerswist,https://www.ul-weilerswist.de/,Ultraleichtflugplatz Weilerswist,,,,,,,Ultraleicht-Fluggruppe Nordeifel e. V.
25509344,52.1793396,9.9458565,,,,de:Flugplatz Hildesheim,EDVM,Q1433636,,,,,,,,,,,,,,,,https://www.flugplatz-hildesheim.de/,Flugplatz Hildesheim,,,,,,,
25593158,50.3017439,17.296977,,,,,LKMI,Q25471797,,,,,,,,,,,,,,,,,Letiště Mikulovice,,,,,,,
25598424,50.364021,7.3133732,,,,de:Flugplatz Mendig,EDRE,Q1433726,,,,,,,,,,,,,,,,http://www.mendig-flugplatz.de/,Flugplatz Mendig,,,,,,,Flugplatz Mendig GmbH
25608623,45.3966634,10.8873757,,,VR10,en:Verona Villafranca Airport,LIPX,Q1433197,1,,,Verona Villafranca Airport,,,,,73,,,37066,,,Villafranca di Verona,https://www.aeroportoverona.it/passeggeri_t5/,Aeroporto Valerio Catullo di Verona-Villafranca,wikipedia,,,+39 045 8095666,,Via Aeroporto,
25665360,37.2091348,-80.4117817,,,,en:Virginia Tech Montgomery Executive Airport,KBCB,Q14713460,,,,,,,,,650,,,,,,,https://www.vtmea.com/,Virginia Tech Montgomery Executive Airport,,,,,,,
25668184,49.5668931,8.6118115,,,,,EDGZ,Q12695551,11,,,,,,,,97,,private_non_profit,69469,,,Weinheim,https://lsv-weinheim.de/,Flugplatz Weinheim/Bergstraße,,,,,,Altau,Luftsportverein Weinheim 1932 e.V.
25678123,50.2889094,8.5348427,,,,de:Flugplatz Anspach,EDFA,Q1433465,,,,,,,,,336,,,,,,,https://www.lsc-badhomburg.de/,Flugplatz Anspach,,,,,,,Luftsportclub Bad Homburg e.V.
