airport,minName,minEle,minRunway,minICAO,minIATA,minWebsite,minOSM,LAT,LON
http://www.wikidata.org/entity/Q1156786,Harbin Taiping International Airport,139,05/23,ZYHB,HRB,http://www.haerbinairport.com/,,126.250327777,45.623402777
http://www.wikidata.org/entity/Q371471,Vágar Airport,85,12/30,EKVG,FAE,https://www.fae.fo,,-7.2772,62.0636
http://www.wikidata.org/entity/Q371500,Mohéli Bandar Es Eslam Airport,14,,FMCI,NWA,,,43.766388888,-12.298055555
http://www.wikidata.org/entity/Q371955,Dawson Creek Airport,2148,07/25,CYDQ,YDQ,http://www.dawsoncreekairport.com/,,-120.183,55.7422
http://www.wikidata.org/entity/Q372239,Shreveport Downtown Airport,179,05/23,KDTN,DTN,http://www.flyshreveport.com/138/Shreveport-Downtown-Airport,,-93.745,32.540277777
http://www.wikidata.org/entity/Q372280,Khabarovsk Novy Airport,74,05L/23R,UHHH,KHV,http://www.airkhv.ru,,135.16922,48.52417
http://www.wikidata.org/entity/Q372622,Rosetown Airport,1920,,CJX4,,,,-107.918,51.5644
http://www.wikidata.org/entity/Q482493,Gimpo International Airport,18,14L/32R,RKSS,GMP,https://www.airport.co.kr/gimpoeng/index.do,,126.7975,37.556944444
http://www.wikidata.org/entity/Q482497,Jeju International Airport,118,07/25,RKPC,CJU,http://jeju.airport.co.kr,,126.492777777,33.512222222
http://www.wikidata.org/entity/Q483223,Gimhae International Airport,6,18L/36R,RKPK,PUS,http://www.airport.co.kr/mbs/gimhaeeng/,,128.938055555,35.180555555
http://www.wikidata.org/entity/Q130863,Long Apung Airport,655,,WRLP,LPU,,,114.970277777,1.703611111
http://www.wikidata.org/entity/Q130864,New York Stewart International Airport,491,09/27,KSWF,SWF,https://www.swfny.com/,,-74.104722222,41.504166666
http://www.wikidata.org/entity/Q130915,Cherepovets Airport,115,03/21,ULWC,CEE,http://www.airport.cpv.ru,,38.028333333,59.276666666
http://www.wikidata.org/entity/Q130927,Chitato Airport,2500,,FNCH,PGI,,,20.8035,-7.35756
http://www.wikidata.org/entity/Q130946,Abumumbazi Airport,421,,FZFE,,,,22.15,3.68333333
http://www.wikidata.org/entity/Q137695,Charlo Airport,40,,CYCL,YCL,http://www.charloairport.ca/En/CharloAirport/index.html,,-66.330277777,47.990833333
http://www.wikidata.org/entity/Q139875,L'Aquila Preturo Airport,674,18/36,LIAP,QAQ,http://www.aeroportodeiparchi.it,,13.310278,42.380555
http://www.wikidata.org/entity/Q332302,Kenneth Kaunda International Airport,3779,10/28,FLKK,LUN,,,28.4525,-15.330555555
http://www.wikidata.org/entity/Q333137,Gagarin International Airport,31,08/26,UWSG,GSV,http://gsv.aero,,46.171111111,51.712777777
http://www.wikidata.org/entity/Q338911,Nalchik Airport,432,06/24,URMN,NAL,https://nalchik-airport.ru/,,43.638333333,43.513333333
http://www.wikidata.org/entity/Q338950,Bamfield Water Aerodrome,0,,,YBF,,,-125.13711667,48.83421667
http://www.wikidata.org/entity/Q284240,Kaukura Airport,3,,NTGK,KKR,,,-146.8857,-15.6677
http://www.wikidata.org/entity/Q284253,Elenak Airport,1,,,EAL,,,167.333333333,9.083333333
http://www.wikidata.org/entity/Q285032,Melita Airport,1475,,,,,,-101.014,49.2617
http://www.wikidata.org/entity/Q286727,Grove Field,429,7/25,,,,,-122.404,45.6278
http://www.wikidata.org/entity/Q286872,Mikkeli Airport,330,11/29,EFMI,MIK,https://www.mikkeli.fi/sisalto/palvelut/elinkeinot/lentoasema,,27.2,61.686388888
http://www.wikidata.org/entity/Q287077,Las Brujas Airport,528,,SKCZ,CZU,http://www.aeropuertocorozal.co/,,-75.28555556,9.33277778
http://www.wikidata.org/entity/Q287371,San Antonio de los Baños Airfield,50,,MUSA,,,,-82.509444444,22.871666666
http://www.wikidata.org/entity/Q288537,Dease Lake Airport,2634,,CYDL,YDL,,,-130.031,58.4222
http://www.wikidata.org/entity/Q290527,Mangaluru Airport,337,06/24,VOML,IXE,https://www.adani.com/mangaluru-airport,,74.889722222,12.961944444
http://www.wikidata.org/entity/Q1963048,Caxias do Sul Airport,754,15/33,SBCX,CXJ,,,-51.18972,-29.19556
http://www.wikidata.org/entity/Q1964699,Stadskanaal Airfield,4,,EHST,,https://ehst.nl/,,7.022777777,52.998611111
http://www.wikidata.org/entity/Q1967286,Turlatovo Airport,153,,UUWR,RZN,,,39.855,54.555
http://www.wikidata.org/entity/Q1971597,Tardamu Airport,54,,WATS,SAU,,,121.8977778,-10.42777778
http://www.wikidata.org/entity/Q1972346,Khanskaya Airport,183,,URKH,,,,40.03833333,44.68
http://www.wikidata.org/entity/Q1977535,Ahe Airport,3,,NTHE,AHE,,,-146.256944444,-14.428055555
http://www.wikidata.org/entity/Q1977854,La Florida Airport,5,,SKCO,TCO,,,-78.74916,1.81456
http://www.wikidata.org/entity/Q1979387,Abbeville Municipal Airport,468,17/35,K0J0,,,,-85.238056,31.600278
http://www.wikidata.org/entity/Q1980626,Bakharevka Airport,170,,USPB,,,,56.195,57.951666666
http://www.wikidata.org/entity/Q1981104,Pryluky,137,,UKBP,,,,32.31666667,50.56666667
http://www.wikidata.org/entity/Q1334422,Aeropuerto Nacional de Tamuín,164,,MMTN,TSL,https://www.aeropuertosasa.mx/aeropuerto_de_tamuin.php,,-98.806667,22.037778
http://www.wikidata.org/entity/Q1334495,Koltsovo Airport,764,08L/26R,USSS,SVX,http://www.koltsovo.ru,,60.8027,56.7431
http://www.wikidata.org/entity/Q1334587,Oita Airport,17,01/19,RJFO,OIT,http://www.oita-airport.jp/en/,,131.737222222,33.479444444
http://www.wikidata.org/entity/Q1334603,Takamatsu Airport,607,08/26,RJOT,TAK,https://www.takamatsu-airport.com/,,134.015555555,34.214166666
http://www.wikidata.org/entity/Q513344,Bajura Airport,1311,,VNBR,BJU,,,81.66666667,29.5
http://www.wikidata.org/entity/Q513474,Treviso Airport,59,07/25,LIPH,TSF,http://www.trevisoairport.it,,12.197777777,45.650833333
http://www.wikidata.org/entity/Q513609,Lavrentiya Airport,9,,UHML,,http://chukotavia.ru/,,-170.996666666,65.58
http://www.wikidata.org/entity/Q513684,Mehrabad International Airport,3962,11L/29R,OIII,THR,http://mehrabad.airport.ir/,,51.313611111,35.689166666
http://www.wikidata.org/entity/Q3016614,Nemba Airport,1495,,HRYN,,,,30.2,-2.333333
http://www.wikidata.org/entity/Q3016621,Ipota Airport,14,,NVVI,IPA,,,169.283333333,-18.856388888
http://www.wikidata.org/entity/Q3016636,Nemiscau Airport,802,,CYHH,YNS,,,-76.135555555,51.691111111
http://www.wikidata.org/entity/Q3016678,Imperial County Airport,-16,08/26,KIPL,IPL,http://www.co.imperial.ca.us/Airport/Airport.htm,,-115.578611111,32.834166666
http://www.wikidata.org/entity/Q3016701,Indigo Bay Lodge Airport,20,,,IBL,,,35.452222222,-21.707222222
http://www.wikidata.org/entity/Q3016766,"Ioannina National Airport ""King Pyrros""",475,14/32,LGIO,IOA,https://ioanninaairport.eu,,20.8225,39.696388888
http://www.wikidata.org/entity/Q3016787,Inagua Airport,9,,MYIG,IGA,,,-73.666944444,20.975
http://www.wikidata.org/entity/Q3016810,Nay Pyi Taw International Airport,90,18/34,VYNT,NYT,http://www.yangonairportonline.com,,96.199938888,19.619130555
http://www.wikidata.org/entity/Q3016844,Nyac Airport,460,5/23,,ZNC,,,-159.994,60.9806
http://www.wikidata.org/entity/Q3016866,Nejanilini Lake Airport,1000,,CYNN,,,,-97.780277777,59.4875
http://www.wikidata.org/entity/Q3016916,Indus/Winters Aire Park Airport,3370,,CFY4,,,,-113.796,50.9028
http://www.wikidata.org/entity/Q3016927,Ingenika Airport,2230,11/29,,,,,-124.897,56.7906
http://www.wikidata.org/entity/Q3016934,Nueltin Lake Airport,971,,,,,,-100.127222222,59.708055555
http://www.wikidata.org/entity/Q3016969,Isla San Marcos Airstrip,41,,,,,,-112.07,27.1875
http://www.wikidata.org/entity/Q3016981,Naval Outlying Field San Nicolas Island,506,12/30,KNSI,,,,-119.458055555,33.239722222
http://www.wikidata.org/entity/Q3017031,Nunukan Airport,15,,WRLF,NNX,,,117.666944444,4.136666666
http://www.wikidata.org/entity/Q3017058,Ionia County Airport,818,18/36,,,,,-85.0606,42.9378
http://www.wikidata.org/entity/Q1199087,Louisville International Airport,501,11/29,KSDF,SDF,https://www.flylouisville.com/,,-85.736388888,38.174166666
http://www.wikidata.org/entity/Q1199773,Kumamoto Airport,193,07/25,RJFT,KMJ,http://www.kmj-ab.co.jp/,,130.855277777,32.837222222
http://www.wikidata.org/entity/Q1200033,Zamboanga International Airport,10,09/27,RPMZ,ZAM,,,122.059633333,6.922419444
http://www.wikidata.org/entity/Q177473,Fukushima Airport,372,,RJSF,FKS,http://www.fks-ab.co.jp/,,140.428055555,37.2275
http://www.wikidata.org/entity/Q177689,Kotoka International Airport,62,03/21,DGAA,ACC,http://www.ghanaairports.com.gh/,,-0.167388888,5.604666666
http://www.wikidata.org/entity/Q177844,Minangkabau International Airport,16,,WIPT,PDG,http://www.minangkabau-airport.co.id,,100.280555555,-0.786666666
http://www.wikidata.org/entity/Q2031102,Krasnokamensk Airport,652,,UIAE,,,,118.066666666,50.033333333
http://www.wikidata.org/entity/Q2031874,Tilichiki Airport,2,,UHPT,,,,166.025,60.383333333
http://www.wikidata.org/entity/Q2034869,Zhengzhou Xinzheng International Airport,151,12L/30R,ZHCC,CGO,http://www.zzairport.com/,,113.840833333,34.519722222
http://www.wikidata.org/entity/Q2037569,Kimry Airport,127,,UUEI,,http://www.aero-club.ru/borki.php,,37.33,56.798333333
http://www.wikidata.org/entity/Q2042079,Cam Ly Airport,1505,,VVCL,,,,108.415,11.942777777
http://www.wikidata.org/entity/Q2058359,Sainte Marie Airport,2,01/19,FMMS,SMS,,,49.81673889,-17.090225
http://www.wikidata.org/entity/Q155359,Zadar Airport,289,04/22,LDZD,ZAD,https://www.zadar-airport.hr/,,15.346666666,44.108333333
http://www.wikidata.org/entity/Q160094,Phu Bai International Airport,15,09/27,VVPB,HUI,https://www.vietnamairport.vn/phubaiairport/,,107.702777777,16.401666666
http://www.wikidata.org/entity/Q3017076,Naval Air Station Jacksonville,7,10/28,KNIP,NIP,http://www.cnic.navy.mil/jacksonville/index.htm,,-81.68056,30.23583
http://www.wikidata.org/entity/Q3017086,Naval Auxiliary Landing Field San Clemente Island,183,5/23,KNUC,,,,-118.588611111,33.022777777
http://www.wikidata.org/entity/Q3017096,Naval Outlying Field Barin,16,,KNBJ,NHX,,,-87.6353,30.3892
http://www.wikidata.org/entity/Q3017125,Naval Air Station Joint Reserve Base New Orleans,1,04/22,KNBG,NBG,http://www.cnic.navy.mil/regions/cnrse/installations/nas_jrb_new_orleans.html,,-90.035,29.825277777
http://www.wikidata.org/entity/Q3017130,Nazran Airport,,,,,,,44.606666666,43.205
http://www.wikidata.org/entity/Q3017144,Negage Airport,4105,,FNNG,GXG,,,15.287555555,-7.754305555
http://www.wikidata.org/entity/Q3017215,Ishurdi Airport,13,,VGIS,IRD,,,89.048622222,24.153197222
http://www.wikidata.org/entity/Q3017621,Immokalee Airport,37,09/27,KIMM,IMM,http://www.colliergov.net/Index.aspx?page=59,,-81.402777777,26.4325
http://www.wikidata.org/entity/Q3017740,Nusatupe Airport,9,,AGGN,GZO,,,156.864166666,-8.098611111
http://www.wikidata.org/entity/Q1336514,Akita Airport,93,10/28,RJSK,AXT,,,140.218611111,39.615555555
http://www.wikidata.org/entity/Q1337719,Pangborn Memorial Airport,1249,12/30,KEAT,EAT,,,-120.206,47.3981
http://www.wikidata.org/entity/Q1338842,Castres–Mazamet Airport,784,,LFCK,DCM,http://www.castres-mazamet.aeroport.fr,,2.290555555,43.555
http://www.wikidata.org/entity/Q1339525,Foligno Airport,222,17/35,LIAF,,,,12.71,42.932777777
http://www.wikidata.org/entity/Q1341664,Aarhus Airport,82,10L/28R,EKAH,AAR,https://www.aar.dk/,,10.619166666,56.304166666
http://www.wikidata.org/entity/Q1343422,Phitsanulok Airport,47,,VTPP,PHS,,,100.282222222,16.773055555
http://www.wikidata.org/entity/Q1163183,Charleston International Airport,46,03/21,KCHS,CHS,http://www.chs-airport.com/,,-80.040555555,32.898611111
http://www.wikidata.org/entity/Q1163805,Ra's Lanuf Airport,42,,HLNF,,,,18.526944444,30.5
http://www.wikidata.org/entity/Q1163824,Batman Airport,555,,LTCJ,BAL,http://www.batman.dhmi.gov.tr/havaalanlari/default.aspx?hv=44/,,41.116388888,37.932222222
http://www.wikidata.org/entity/Q1164085,Eskişehir Airport,787,,LTBI,ESK,,,30.582778,39.782222
http://www.wikidata.org/entity/Q1164118,Mzuzu Airport,1254,,FWUU,ZZU,,,34.014312,-11.44792
http://www.wikidata.org/entity/Q349673,Norwich International Airport,117,09/27,EGSH,NWI,https://www.norwichairport.co.uk/,,1.28278,52.6758
http://www.wikidata.org/entity/Q369185,La Crosse Regional Airport,656,04/22,KLSE,LSE,https://www.lseairport.com/,,-91.256666666,43.879166666
http://www.wikidata.org/entity/Q370274,San Carlos de Bariloche Airport,846,11/29,SAZS,BRC,,,-71.15777778,-41.15111111
http://www.wikidata.org/entity/Q370924,Joensuu Airport,399,10/28,EFJO,JOE,https://www.finavia.fi/en/joensuu/,,29.624444444,62.658888888
http://www.wikidata.org/entity/Q1197688,Guilin Liangjiang International Airport,174,,ZGKL,KWL,http://www.airport-gl.com.cn/,,110.039166666,25.218055555
http://www.wikidata.org/entity/Q1197691,Hangzhou Xiaoshan International Airport,7,06/24,ZSHC,HGH,http://www.hzairport.com/,,120.434444444,30.229444444
http://www.wikidata.org/entity/Q1175431,Gold Coast Airport,21,14/32,YBCG,OOL,http://www.goldcoastairport.com.au,,153.5011111,-28.165
http://www.wikidata.org/entity/Q1184874,Delta County Airport,186,09/27,KESC,ESC,,,-87.093611111,45.722777777
http://www.wikidata.org/entity/Q1186422,Seymour Airport,207,14/32,SEGS,GPS,https://www.ecogal.aero,,-90.26583333,-0.45388889
http://www.wikidata.org/entity/Q3084817,Hyesan Airfield,714,,,,,,128.20513889,41.37805556
http://www.wikidata.org/entity/Q3084829,Hyde County Airport,8,11/29,,,,,-75.95612,35.56091
http://www.wikidata.org/entity/Q3084862,Huntsville Regional Airport,362,18/36,KUTS,HTV,,,-95.5872,30.7469
http://www.wikidata.org/entity/Q3084881,Hummel Field,30,1/19,,,,,-76.4467,37.6025
http://www.wikidata.org/entity/Q3084890,Hwangsuwon Airport,1168,,,,,,128.15,40.68177778
http://www.wikidata.org/entity/Q3084942,Humacao Airport,33,,,HUC,,,-65.800833333,18.138055555
http://www.wikidata.org/entity/Q3084949,Ilebo Airport,442,,FZVS,PFR,,,20.6,-4.316667
http://www.wikidata.org/entity/Q3084992,Huntington Municipal Airport,806,9/27,KHHG,,,,-85.4569,40.8531
http://www.wikidata.org/entity/Q3085001,Hwange National Park Airport,1079,,FVWN,HWN,,,27.004478,-18.6351
http://www.wikidata.org/entity/Q1200570,Batumi International Airport,32,,UGSB,BUS,http://www.batumiairport.com/en-EN/,,41.599444444,41.610277777
http://www.wikidata.org/entity/Q1200842,Beijing Nanyuan Airport,10,,ZBNY,NAY,,,116.387778,39.7825
http://www.wikidata.org/entity/Q1204970,Queenstown Airport,357,,NZQN,ZQN,http://www.queenstownairport.co.nz/,,168.739166666,-45.021111111
http://www.wikidata.org/entity/Q3085668,Icy Bay Airport,50,05/23,,ICY,,,-141.661666666,59.969018888
http://www.wikidata.org/entity/Q3085740,Iliamna Airport,59,07/25,PAIL,ILI,,,-154.911,59.7539
http://www.wikidata.org/entity/Q3085806,Ilulissat Airport,95,,BGJN,JAV,http://www.mit.gl/dagens-flyvninger/lufthavne/ilulissat/,,-51.057222222,69.243333333
http://www.wikidata.org/entity/Q3085923,Igloolik Airport,173,,CYGT,YGT,,,-81.816388888,69.364722222
http://www.wikidata.org/entity/Q3085934,Iloilo International Airport,168,02/20,RPVI,ILO,http://www.iloiloairport.com/,,122.493055555,10.8325
http://www.wikidata.org/entity/Q3086051,Ilford Airport,648,,CZBD,ILF,,,-95.6181,56.0517
http://www.wikidata.org/entity/Q3086073,Îles-de-la-Madeleine Airport,11,07/25,CYGR,YGR,http://www.caab.co.bw/caab-content.php?cid=255,,-61.778055555,47.425
http://www.wikidata.org/entity/Q1187638,Peleliu Airfield,3,,,,,,134.232777777,6.998333333
http://www.wikidata.org/entity/Q1187852,Bushehr Airport,21,,OIBB,BUZ,https://bushehr.airport.ir/,,50.834636111,28.944811111
http://www.wikidata.org/entity/Q1188577,Port Hedland International Airport,10,,YPPD,PHE,http://www.porthedlandairport.com.au/,,118.626388888,-20.377777777
http://www.wikidata.org/entity/Q1190316,Islamabad International Airport,579,,OPIS,ISB,http://www.islamabadairport.com.pk/,,72.851613888,33.560713888
http://www.wikidata.org/entity/Q1191525,Brest Bretagne Airport,325,07L/25R,LFRB,BES,http://www.brest.aeroport.bzh,,-4.421667,48.447222
http://www.wikidata.org/entity/Q3207085,Hot Springs Airport,842,06/24,,,,,-114.613,47.6125
http://www.wikidata.org/entity/Q3207102,Hooker Municipal Airport,2998,17/35,,,,,-101.227,36.8571
http://www.wikidata.org/entity/Q3207111,Honald Ranch Airport,245,,,,,,-121.214238888,45.590397222
http://www.wikidata.org/entity/Q3207120,Horace Williams Airport,156,09/27,KIGX,,http://www.airport.unc.edu/,,-79.065833333,35.935
http://www.wikidata.org/entity/Q3207123,Hoskins Airport,20,12/30,AYHK,HKN,,,150.404944444,-5.462169444
http://www.wikidata.org/entity/Q3207300,Hudson's Hope Airport,2220,,CYNH,YNH,,,-121.975833333,56.035555555
http://www.wikidata.org/entity/Q3207308,Houston Aerodrome,2150,13/31,,,,,-126.7775,54.4375
http://www.wikidata.org/entity/Q3207313,Hudson Bay Airport,1178,,CYHB,YHB,http://www.townofhudsonbay.com/default.aspx?page=3,,-102.311,52.8183
http://www.wikidata.org/entity/Q3207322,Hoopers Lake Water Aerodrome,100,,,,,,-65.9908,43.9539
http://www.wikidata.org/entity/Q3207331,Hornepayne Municipal Airport,1101,,CYHN,YHN,,,-84.7589,49.1931
http://www.wikidata.org/entity/Q3207342,Holland Landing Airpark,855,,,,,,-79.495,44.0894
http://www.wikidata.org/entity/Q3207350,Hornepayne Water Aerodrome,1100,,,,,,-84.8833,49.1833
http://www.wikidata.org/entity/Q3207359,Homewood Airport,815,,,,,,-97.850555555,49.509166666
http://www.wikidata.org/entity/Q3207364,Hopedale Airport,46,,CYHO,YHO,,,-60.228055555,55.448888888
http://www.wikidata.org/entity/Q1205940,Prince Mohammad Bin Abdulaziz International Airport,656,17/35,OEMA,MED,https://www.tibahairports.com/,,39.71425,24.55175
http://www.wikidata.org/entity/Q1209229,Mudanjiang Hailang International Airport,269,,ZYMD,MDG,http://www.mdjjc.cn/,,129.568888888,44.524166666
http://www.wikidata.org/entity/Q1209993,Shizuoka Airport,132,12/30,RJNS,FSZ,https://www.mtfuji-shizuokaairport.jp/,,138.189444444,34.796111111
http://www.wikidata.org/entity/Q1230410,Patrick Space Force Base,2.4,03/21,KCOF,COF,https://www.patrick.spaceforce.mil/,369139797,-80.609978055,28.235006666
http://www.wikidata.org/entity/Q1231062,El Paso International Airport,1207.5,04/22,KELP,ELP,https://elpasointernationalairport.com/,,-106.3775,31.807222222
http://www.wikidata.org/entity/Q3016449,Naval Air Facility El Centro,-13,12/30,KNJK,NJK,,,-115.671666666,32.829166666
http://www.wikidata.org/entity/Q3016484,Nekweaga Bay Airport,1320,,,,,,-103.945,57.7425
http://www.wikidata.org/entity/Q3016489,Neilburg Airport,2222,,,,,,-109.64,52.8314
http://www.wikidata.org/entity/Q3016500,Nelson Airport,1755,,CZNL,ZNL,,,-117.301,49.4942
http://www.wikidata.org/entity/Q3016517,Imperial Airport,1665,,,,,,-105.4,51.35
http://www.wikidata.org/entity/Q3016525,Neepawa Airport,1277,,,,,,-99.51,50.2325
http://www.wikidata.org/entity/Q3016536,Iroquois Airport,246,,,,,,-75.3167,44.8333
http://www.wikidata.org/entity/Q3016543,Inuvik (Mike Zubko) Airport,222,,CYEV,YEV,,,-133.483,68.3039
http://www.wikidata.org/entity/Q3016552,Inukjuak Airport,86,,CYPH,YPH,,,-78.076944444,58.471944444
http://www.wikidata.org/entity/Q3016588,Néma Airport,231,,GQNI,EMN,,,-7.316388888,16.621944444
http://www.wikidata.org/entity/Q3016595,Inishmore Aerodrome,7,,EIIM,IOR,,,-9.653888888,53.106944444
http://www.wikidata.org/entity/Q3016603,Inishmaan Aerodrome,4,,EIMN,IIA,,,-9.57,53.09194444
http://www.wikidata.org/entity/Q510715,Pantelleria Airport,194,03/21,LICG,PNL,http://www.aeroportodipantelleria.it,,11.965555555,36.813888888
http://www.wikidata.org/entity/Q511349,Bhavnagar Airport,6,,VABV,BHU,,,72.185277777,21.752222222
http://www.wikidata.org/entity/Q512128,Philadelphia International Airport,36,08/26,KPHL,PHL,https://www.phl.org/,,-75.241111,39.871944
http://www.wikidata.org/entity/Q1657365,Coronel Felipe Varela International Airport,463,,SANC,CTC,,,-65.75111111,-28.59305556
http://www.wikidata.org/entity/Q1657375,Cueva Las Maravillas Airport,2,,MDSP,,,,-69.3,18.45
http://www.wikidata.org/entity/Q1657420,Copper Center Airport,351,13/31,,CZC,,,-145.294,61.9411
http://www.wikidata.org/entity/Q1657436,Columbus County Municipal Airport,99,06/24,KCPC,,,,-78.715,34.272777777
http://www.wikidata.org/entity/Q1657446,Bellevue Airfield,9.75,,,,,,-122.131,47.5836
http://www.wikidata.org/entity/Q1657459,Dr. Juan C. Angara Airport,36,,RPUR,BQA,,,121.501583333,15.730305555
http://www.wikidata.org/entity/Q1657471,Double Springs–Winston County Airport,230,03/21,K3M2,,,,-87.329444444,34.143055555
http://www.wikidata.org/entity/Q1657492,Savuti Airport,936,,FBSV,SVT,,,24.07666667,-18.52055556
http://www.wikidata.org/entity/Q1657494,Deer Park Airport,2211,05/23,KDEW,,,,-117.429,47.9669
http://www.wikidata.org/entity/Q2061631,Petersburg James A. Johnson Airport,34,05/23,PAPG,PSG,,,-132.946111111,56.801388888
http://www.wikidata.org/entity/Q1191625,Toyama Airport,127,,RJNT,TOY,https://www.toyama-airport.jp/,,137.1875,36.648333333
http://www.wikidata.org/entity/Q1192247,Weihai Dashuibo Airport,145,,ZSWH,WEH,http://airwh.com/,,122.228888888,37.186944444
http://www.wikidata.org/entity/Q1192253,Yanji Chaoyangchuan Airport,190,,ZYYJ,YNJ,,,129.451111111,42.882777777
http://www.wikidata.org/entity/Q1192962,Raleigh–Durham International Airport,435,05L/23R,KRDU,RDU,http://www.rdu.com,,-78.7875,35.877777777
http://www.wikidata.org/entity/Q178021,Dublin Airport,242,10/28,EIDW,DUB,,,-6.27,53.421388888
http://www.wikidata.org/entity/Q180129,Manchester–Boston Regional Airport,266,06/24,KMHT,MHT,http://www.flymanchester.com/,,-71.435555555,42.9325
http://www.wikidata.org/entity/Q180464,Afonso Pena International Airport,911,15/33,SBCT,CWB,http://www4.infraero.gov.br/aeroportos/aeroporto-internacional-de-curitiba-afonso-pena/,,-49.176111111,-25.531666666
http://www.wikidata.org/entity/Q1343495,Shakawe Airport,1032,,FBSW,SWX,http://www.dca.gov.bw/index.php?sectid=248,,21.831111111,-18.374166666
http://www.wikidata.org/entity/Q1344758,San Pablo Airport,111,09/27,LEZL,SVQ,http://www.aena.es/es/aeropuerto-sevilla/index.html,,-5.898889,37.418056
http://www.wikidata.org/entity/Q1350630,Fuzhou Changle International Airport,14,,ZSFZ,FOC,http://www.fuzhouairport.com.cn/,,119.663333333,25.935
http://www.wikidata.org/entity/Q1352042,Punta Cana International Airport,40,09/27,MDPC,PUJ,http://www.puntacanainternationalairport.com/,,-68.351944444,18.566666666
http://www.wikidata.org/entity/Q1355808,Rankin Inlet Airport,106,,CYRT,YRT,,,-92.114722222,62.810555555
http://www.wikidata.org/entity/Q1196909,Oshima Airport,124,,RJTO,OIM,,,139.360277777,34.781944444
http://www.wikidata.org/entity/Q1197455,Naha Airport,11,18/36,ROAH,OKA,https://www.naha-airport.co.jp/,,127.645833333,26.195833333
http://www.wikidata.org/entity/Q1197536,Niigata Airport,2,04/22,RJSN,KIJ,,,139.111666666,37.955833333
http://www.wikidata.org/entity/Q1197677,Changchun Longjia International Airport,215,,ZYCC,CGQ,http://www.ccairport.cn,,125.20088,43.90568
http://www.wikidata.org/entity/Q1165584,Oakland International Airport,9,10L/28R,KOAK,OAK,https://www.oaklandairport.com/,,-122.220833333,37.721388888
http://www.wikidata.org/entity/Q1169859,Trabzon Airport,32,11/29,LTCG,TZX,http://www.trabzon.dhmi.gov.tr/havaalanlari/home.aspx?hv=8,,39.7897,40.9951
http://www.wikidata.org/entity/Q1170338,Nakhon Phanom Airport,179,,VTUW,KOP,,,104.643055555,17.383888888
http://www.wikidata.org/entity/Q1165280,Port Bouet Airport,21,03/21,DIAP,ABJ,http://www.abidjan-aeroport.com,,-3.925777777,5.261416666
http://www.wikidata.org/entity/Q1165296,Sanaa International Airport,7216,18/36,OYSN,SAH,,,44.219722222,15.476388888
http://www.wikidata.org/entity/Q1165367,Strasbourg Airport,505,05/23,LFST,SXB,https://www.strasbourg.aeroport.fr/,,7.634444,48.541944
http://www.wikidata.org/entity/Q1995004,Ivanovo Yuzhny Airport,125,,UUBI,IWA,http://ivanovo.aero/,,40.933333333,56.941666666
http://www.wikidata.org/entity/Q1995644,Pushkin Airport,70,,ULLP,,,,30.338333333,59.685
http://www.wikidata.org/entity/Q1996169,Tambov Donskoye Airport,126,,UUOT,TBW,http://www.airport.tambov.ru/,,41.482777777,52.805833333
http://www.wikidata.org/entity/Q1997645,Gelendzhik Airport,27,,URKG,GDZ,http://www.gdz.aero/,,38.00944444,44.5725
http://www.wikidata.org/entity/Q1999184,Manchester City Airport & Heliport,73,08L/26R,EGCB,,http://www.cityairportandheliport.com,,-2.389722222,53.471666666
http://www.wikidata.org/entity/Q2000691,Krechevitsy Airport,26,,,,,,31.37592,58.62255
http://www.wikidata.org/entity/Q2000703,Kirensk Airport,256,,UIKK,KCK,,,108.060833333,57.772777777
http://www.wikidata.org/entity/Q1247541,Dodge City Regional Airport,791,02/20,KDDC,DDC,http://www.dodgecity.org/index.aspx?nid=60,,-99.965555555,37.763055555
http://www.wikidata.org/entity/Q1248782,Belluno Airport,378,05/23,LIDB,BLX,http://www.aecbl.com,,12.248055555,46.166666666
http://www.wikidata.org/entity/Q1253148,Nakhon Sawan Airport,34,,VTPN,,,,100.136794,15.672997
http://www.wikidata.org/entity/Q1257194,Mulika Lodge Airport,680,,HKMK,JJM,,,38.170556,0.230278
http://www.wikidata.org/entity/Q1257330,Abau Airport,10,,,ABW,,,148.7,-10.166666666
http://www.wikidata.org/entity/Q1257392,San Jose International Airport,62,12L/30R,KSJC,SJC,https://www.flysanjose.com/,,-121.929166666,37.362777777
http://www.wikidata.org/entity/Q1356892,Hawkins Field,341,11/29,KHKS,HKS,,,-90.2225,32.3347
http://www.wikidata.org/entity/Q1360523,Luis Muñoz Marín International Airport,9,08/26,TJSJ,SJU,https://www.aeropuertosju.com/,,-66.001944444,18.439166666
http://www.wikidata.org/entity/Q1360757,Karpathos National Airport,20,12/30,LGKP,AOK,http://www.greek-airports.gr/karpat.htm,,27.146727777,35.420683333
http://www.wikidata.org/entity/Q1361639,Poznań-Ławica Airport,94,10/28,EPPO,POZ,http://www.airport-poznan.com.pl/,,16.82633,52.42103
http://www.wikidata.org/entity/Q1657505,Beaverton Aerodrome,820,,,,,,-79.1003,44.4475
http://www.wikidata.org/entity/Q1657550,Covington Municipal Airport,280,1/19,,,,,-89.5872,35.5833
http://www.wikidata.org/entity/Q1657560,Dhangadhi Airport,210,,VNDH,DHI,,,80.58194444,28.75333333
